"227";"24";"28";"59"
"228";"24";"29";"40"
"229";"24";"3";"63"
"230";"24";"4";"53"
"231";"24";"5";"42"
"232";"25";"1";"45"
"233";"25";"10";"56"
"234";"25";"11";"50"
"235";"25";"12";"36"
"236";"25";"13";"71"
"237";"25";"14";"68"
"238";"25";"15";"34"
"239";"25";"2";"53"
"240";"25";"3";"63"
"241";"25";"4";"59"
"242";"25";"5";"63"
"243";"25";"6";"59"
"244";"25";"7";"59"
"245";"25";"8";"52"
"246";"25";"9";"57"
"247";"26";"1";"83"
"248";"26";"11";"60"
"249";"26";"14";"80"
"250";"26";"2";"85"
"251";"26";"3";"91"
"252";"26";"31";"80"
"253";"26";"4";"91"
"254";"26";"5";"74"
"255";"26";"8";"87"
"256";"27";"1";"83"
"257";"27";"10";"76"
"258";"27";"11";"90"
"259";"27";"12";"81"
"260";"27";"13";"91"
"261";"27";"14";"83"
"262";"27";"15";"72"
"263";"27";"16";"77"
"264";"27";"17";"71"
"265";"27";"18";"77"
"266";"27";"19";"78"
"267";"27";"2";"97"
"268";"27";"20";"71"
"269";"27";"21";"84"
"270";"27";"22";"74"
"271";"27";"23";"69"
"272";"27";"24";"86"
"273";"27";"32";"83"
"274";"27";"26";"74"
"275";"27";"27";"77"
"276";"27";"28";"49"
"277";"27";"29";"79"
"278";"27";"3";"84"
"279";"27";"30";"79"
"280";"27";"31";"70"
"281";"27";"33";"85"
"282";"27";"34";"74"
"283";"27";"35";"95"
"284";"27";"36";"83"
"285";"27";"4";"72"
"286";"27";"5";"79"
"287";"27";"6";"79"
"288";"27";"7";"83"
"289";"27";"8";"90"
"290";"27";"9";"83"
"291";"28";"1";"72"
"292";"28";"2";"82"
"293";"28";"3";"72"
"294";"28";"4";"72"
"295";"28";"5";"39"
"296";"28";"6";"69"
"297";"28";"7";"62"
"298";"1";"5";"0"
"299";"34";"6";"69"
"300";"34";"1";"72"
"301";"34";"2";"62"
"302";"34";"3";"66"
"303";"34";"4";"66"
"304";"2";"32";"0"
"305";"2";"1";"7"
"306";"2";"39";"8"
"307";"2";"3";"0"
"308";"2";"5";"17"
"309";"34";"5";"75"
"310";"34";"11";"53"
"311";"34";"12";"90"
"312";"34";"13";"59"
"313";"34";"14";"67"
"314";"34";"15";"50"
"315";"34";"16";"65"
"316";"34";"17";"76"
"317";"34";"18";"67"
"318";"34";"19";"81"
"319";"34";"20";"82"
"320";"37";"1";"72"
"321";"39";"1";"84"
"322";"39";"2";"94"
"323";"39";"3";"84"
"324";"39";"4";"88"
"325";"34";"22";"52"
"326";"34";"23";"62"
"327";"34";"32";"22"
"328";"34";"26";"67"
"329";"34";"27";"59"
"330";"34";"28";"71"
"331";"34";"29";"50"
"332";"34";"30";"30"
"333";"34";"31";"72"
"334";"2";"26";"33"
"335";"3";"32";"22"
"336";"39";"6";"86"
"337";"39";"5";"93"
"338";"43";"1";"78"
"339";"2";"2";"0"
"340";"2";"9";"12"
"341";"2";"10";"28"
"342";"2";"14";"56"
"343";"2";"4";"0"
"344";"39";"7";"94"
"345";"2";"30";"0"
"346";"34";"7";"71"
"347";"34";"34";"61"
"348";"34";"35";"47"
"349";"2";"6";"28"
"350";"34";"36";"35"
"351";"34";"8";"70"
"352";"34";"9";"72"
"353";"34";"10";"87"
"354";"39";"8";"93"
"355";"39";"9";"94"
"356";"48";"1";"75"
"357";"39";"10";"100"
"358";"39";"11";"72"
"359";"48";"2";"82"
"360";"48";"3";"81"
"361";"48";"4";"81"
"362";"48";"5";"78"
"363";"48";"6";"66"
"364";"48";"7";"90"
"365";"48";"8";"97"
"366";"48";"9";"87"
"367";"48";"10";"68"
"368";"41";"1";"91"
"369";"41";"2";"82"
"370";"41";"12";"74"
"371";"41";"13";"68"
"372";"2";"11";"10"
"373";"41";"14";"77"
"374";"41";"15";"78"
"375";"41";"16";"77"
"376";"41";"17";"67"
"377";"41";"18";"87"
"378";"41";"19";"98"
"379";"41";"20";"88"
"380";"41";"21";"74"
"381";"41";"22";"65"
"382";"41";"23";"76"
"383";"41";"32";"82"
"384";"41";"26";"81"
"385";"41";"27";"86"
"386";"41";"28";"84"
"387";"41";"29";"89"
"388";"41";"30";"33"
"389";"41";"31";"78"
"390";"41";"25";"36"
"391";"41";"33";"53"
"392";"2";"34";"0"
"393";"2";"35";"0"
"394";"2";"36";"56"
"395";"2";"7";"58"
"396";"2";"8";"0"
"397";"4";"1";"3"
"398";"4";"3";"64"
"399";"4";"4";"88"
"400";"4";"5";"21"
"401";"4";"6";"59"
"402";"4";"7";"0"
"403";"4";"8";"0"
"404";"4";"9";"100"
"405";"4";"10";"10"
"406";"4";"11";"27"
"407";"4";"12";"10"
"408";"4";"13";"8"
"409";"4";"14";"26"
"410";"4";"15";"0"
"411";"41";"11";"92"
"412";"41";"24";"77"
"413";"49";"2";"85"
"414";"48";"11";"74"
"415";"48";"12";"76"
"416";"48";"13";"71"
"417";"47";"1";"84"
"418";"47";"2";"88"
"419";"1";"34";"20"
"420";"48";"14";"82"
"421";"48";"15";"64"
"422";"48";"16";"91"
"423";"48";"17";"82"
"424";"50";"1";"91"
"425";"54";"3";"91"
"426";"54";"5";"85"
"427";"54";"16";"88"
"428";"54";"6";"93"
"429";"54";"14";"79"
"430";"54";"35";"86"
"431";"54";"13";"74"
"432";"54";"34";"63"
"433";"54";"11";"88"
"434";"48";"18";"67"
"435";"48";"19";"67"
"436";"54";"12";"81"
"437";"48";"21";"50"
"438";"44";"11";"60"
"439";"44";"2";"47"
"440";"44";"4";"50"
"441";"44";"1";"63"
"442";"44";"6";"62"
"443";"44";"7";"26"
"444";"44";"8";"60"
"445";"44";"10";"52"
"446";"44";"12";"67"
"447";"44";"13";"38"
"448";"48";"22";"56"
"449";"48";"23";"82"
"450";"48";"24";"70"
"451";"48";"32";"41"
"452";"48";"26";"60"
"453";"44";"14";"57"
"454";"44";"15";"66"
"455";"44";"16";"67"
"456";"54";"9";"91"
"457";"54";"7";"77"
"458";"54";"19";"87"
"459";"54";"17";"86"
"460";"54";"24";"91"
"461";"44";"17";"59"
"462";"54";"4";"81"
"463";"44";"18";"73"
"464";"44";"19";"60"
"465";"44";"20";"71"
"466";"54";"27";"86"
"467";"54";"10";"74"
"468";"54";"26";"86"
"469";"54";"15";"70"
"470";"47";"3";"76"
"471";"56";"5";"78"
"472";"56";"8";"93"
"473";"56";"13";"65"
"474";"56";"24";"89"
"475";"56";"27";"89"
"476";"56";"36";"51"
"477";"56";"35";"86"
"478";"56";"34";"54"
"479";"56";"33";"80"
"480";"53";"1";"69"
"481";"53";"2";"79"
"482";"56";"31";"59"
"483";"53";"3";"85"
"484";"53";"4";"72"
"485";"53";"5";"50"
"486";"44";"21";"53"
"487";"44";"22";"48"
"488";"44";"23";"50"
"489";"48";"27";"86"
"490";"48";"28";"49"
"491";"48";"29";"50"
"492";"48";"30";"67"
"493";"48";"31";"84"
"494";"48";"25";"64"
"495";"48";"34";"41"
"496";"48";"35";"28"
"497";"53";"6";"76"
"498";"54";"25";"53"
"499";"54";"33";"63"
"500";"54";"36";"51"
"501";"54";"31";"66"
"502";"54";"30";"60"
"503";"54";"29";"59"
"504";"54";"32";"36"
"505";"54";"23";"76"
"506";"54";"22";"70"
"507";"54";"21";"41"
"508";"53";"7";"77"
"509";"53";"8";"67"
"510";"59";"3";"85"
"511";"59";"4";"63"
"512";"59";"5";"83"
"513";"53";"9";"87"
"514";"44";"24";"82"
"515";"44";"32";"18"
"516";"44";"26";"55"
"517";"44";"27";"82"
"518";"44";"28";"69"
"519";"44";"29";"66"
"520";"59";"1";"72"
"521";"59";"2";"82"
"522";"59";"6";"55"
"523";"2";"20";"74"
"524";"4";"20";"0"
"525";"47";"4";"75"
"526";"44";"30";"23"
"527";"44";"31";"81"
"528";"44";"25";"39"
"529";"53";"10";"81"
"530";"53";"12";"76"
"531";"53";"13";"62"
"532";"53";"14";"75"
"533";"53";"15";"60"
"534";"44";"33";"35"
"535";"44";"34";"53"
"536";"44";"35";"22"
"537";"53";"16";"60"
"538";"53";"17";"67"
"539";"53";"18";"60"
"540";"53";"19";"77"
"541";"47";"5";"83"
"542";"63";"1";"75"
"543";"63";"2";"85"
"544";"64";"1";"78"
"545";"64";"2";"79"
"546";"62";"2";"85"
"547";"62";"3";"85"
"548";"64";"3";"88"
"549";"62";"4";"78"
"550";"53";"20";"65"
"551";"53";"21";"69"
"552";"53";"22";"56"
"553";"53";"23";"71"
"554";"63";"3";"76"
"555";"63";"4";"81"
"556";"62";"5";"90"
"557";"62";"6";"79"
"558";"64";"4";"75"
"559";"59";"7";"55"
"560";"59";"8";"97"
"561";"59";"9";"62"
"562";"62";"7";"77"
"563";"62";"8";"87"
"564";"62";"9";"85"
"565";"62";"10";"81"
"566";"62";"11";"82"
"567";"64";"5";"78"
"568";"64";"6";"69"
"569";"47";"6";"76"
"570";"63";"5";"93"
"571";"47";"7";"61"
"572";"63";"6";"83"
"573";"47";"8";"93"
"574";"62";"12";"88"
"575";"62";"13";"82"
"576";"66";"1";"78"
"577";"62";"14";"74"
"578";"62";"1";"94"
"579";"63";"7";"84"
"580";"63";"8";"83"
"581";"63";"9";"74"
"582";"63";"10";"77"
"583";"63";"11";"78"
"584";"53";"24";"61"
"585";"53";"32";"41"
"586";"53";"26";"83"
"587";"53";"27";"68"
"588";"53";"28";"67"
"589";"53";"29";"50"
"590";"53";"30";"20"
"591";"53";"31";"69"
"592";"53";"25";"51"
"593";"53";"33";"49"
"594";"62";"15";"83"
"595";"65";"1";"78"
"596";"47";"9";"79"
"597";"47";"10";"77"
"598";"47";"11";"64"
"599";"53";"34";"59"
"600";"53";"35";"64"
"601";"53";"36";"72"
"602";"53";"11";"62"
"603";"62";"16";"81"
"604";"63";"12";"71"
"605";"63";"13";"71"
"606";"63";"14";"74"
"607";"64";"7";"94"
"608";"64";"8";"93"
"609";"51";"1";"84"
"610";"63";"16";"91"
"611";"63";"17";"78"
"612";"64";"9";"81"
"613";"51";"2";"100"
"614";"61";"1";"66"
"615";"62";"17";"71"
"616";"62";"18";"80"
"617";"62";"19";"83"
"618";"62";"20";"88"
"619";"62";"21";"92"
"620";"62";"22";"82"
"621";"62";"23";"85"
"622";"62";"24";"77"
"623";"62";"32";"88"
"624";"51";"3";"74"
"625";"62";"26";"81"
"626";"64";"10";"81"
"627";"64";"11";"72"
"628";"51";"4";"94"
"629";"62";"27";"68"
"630";"61";"2";"12"
"631";"63";"18";"77"
"632";"63";"19";"79"
"633";"62";"28";"84"
"634";"61";"3";"97"
"635";"61";"4";"94"
"636";"62";"29";"87"
"637";"51";"5";"95"
"638";"62";"30";"77"
"639";"49";"3";"91"
"640";"62";"31";"88"
"641";"61";"5";"38"
"642";"51";"6";"97"
"643";"47";"12";"83"
"644";"47";"13";"82"
"645";"62";"25";"81"
"646";"62";"33";"87"
"647";"49";"4";"81"
"648";"62";"34";"78"
"649";"62";"35";"75"
"650";"47";"14";"74"
"651";"47";"15";"69"
"652";"51";"7";"97"
"653";"49";"5";"88"
"654";"49";"6";"83"
"655";"49";"7";"94"
"656";"49";"8";"93"
"657";"61";"6";"90"
"658";"61";"7";"26"
"659";"61";"8";"97"
"660";"49";"9";"100"
"661";"49";"10";"100"
"662";"64";"12";"95"
"663";"64";"13";"68"
"664";"51";"8";"100"
"665";"49";"11";"96"
"666";"49";"12";"88"
"667";"49";"13";"97"
"668";"49";"14";"87"
"669";"61";"9";"91"
"670";"61";"10";"45"
"671";"61";"11";"32"
"672";"61";"12";"40"
"673";"61";"13";"71"
"674";"61";"14";"51"
"675";"63";"20";"97"
"676";"63";"21";"81"
"677";"63";"15";"83"
"678";"63";"22";"95"
"679";"65";"6";"72"
"680";"65";"4";"84"
"681";"49";"15";"96"
"682";"61";"16";"53"
"683";"61";"17";"88"
"684";"63";"23";"82"
"685";"61";"18";"20"
"686";"51";"9";"94"
"687";"63";"24";"98"
"688";"61";"19";"83"
"689";"63";"32";"73"
"690";"1";"15";"33"
"691";"49";"16";"100"
"692";"57";"1";"75"
"693";"57";"2";"82"
"694";"63";"26";"76"
"695";"63";"27";"95"
"696";"49";"17";"86"
"697";"61";"20";"88"
"698";"61";"22";"95"
"699";"51";"10";"100"
"700";"61";"23";"97"
"701";"49";"18";"90"
"702";"49";"19";"92"
"703";"49";"20";"100"
"704";"49";"21";"98"
"705";"49";"22";"100"
"706";"49";"23";"94"
"707";"57";"3";"44"
"708";"57";"4";"69"
"709";"64";"14";"77"
"710";"64";"15";"83"
"711";"49";"32";"96"
"712";"49";"24";"95"
"713";"51";"11";"96"
"714";"47";"16";"84"
"715";"47";"17";"73"
"716";"49";"26";"90"
"717";"49";"27";"89"
"718";"49";"28";"94"
"719";"49";"29";"100"
"720";"61";"24";"50"
"721";"61";"32";"95"
"722";"61";"26";"98"
"723";"61";"27";"36"
"724";"49";"30";"97"
"725";"49";"31";"97"
"726";"49";"25";"100"
"727";"51";"12";"98"
"728";"49";"33";"100"
"729";"49";"34";"90"
"730";"49";"35";"100"
"731";"51";"13";"94"
"732";"64";"17";"69"
"733";"61";"28";"92"
"734";"61";"29";"91"
"735";"61";"30";"100"
"736";"64";"18";"60"
"737";"64";"19";"62"
"738";"64";"20";"94"
"739";"64";"21";"73"
"740";"64";"22";"71"
"741";"61";"31";"41"
"742";"61";"25";"97"
"743";"63";"28";"80"
"744";"63";"29";"95"
"745";"63";"30";"100"
"746";"61";"33";"64"
"747";"47";"36";"70"
"748";"51";"14";"70"
"749";"73";"1";"78"
"750";"73";"2";"74"
"751";"73";"3";"71"
"752";"63";"31";"75"
"753";"63";"25";"46"
"754";"63";"36";"72"
"755";"63";"35";"100"
"756";"63";"34";"51"
"757";"63";"33";"72"
"758";"51";"15";"35"
"759";"73";"4";"75"
"760";"73";"5";"75"
"761";"4";"25";"44"
"762";"4";"34";"10"
"763";"51";"16";"93"
"764";"4";"33";"0"
"765";"4";"31";"0"
"766";"4";"30";"0"
"767";"4";"28";"14"
"768";"4";"27";"9"
"769";"73";"6";"90"
"770";"4";"26";"10"
"771";"2";"33";"79"
"772";"2";"15";"4"
"773";"2";"29";"0"
"774";"64";"23";"56"
"775";"64";"24";"84"
"776";"64";"32";"92"
"777";"64";"26";"74"
"778";"2";"31";"13"
"779";"47";"18";"73"
"780";"51";"17";"69"
"781";"57";"5";"0"
"782";"57";"6";"7"
"783";"57";"7";"23"
"784";"57";"8";"0"
"785";"57";"9";"0"
"786";"57";"10";"0"
"787";"57";"11";"2"
"788";"57";"12";"0"
"789";"57";"13";"0"
"790";"57";"14";"0"
"791";"57";"15";"8"
"792";"57";"16";"0"
"793";"57";"17";"0"
"794";"57";"18";"20"
"795";"57";"19";"8"
"796";"57";"20";"0"
"797";"57";"21";"5"
"798";"57";"22";"4"
"799";"57";"23";"12"
"800";"57";"24";"0"
"801";"57";"32";"5"
"802";"57";"26";"7"
"803";"57";"27";"7"
"804";"57";"28";"0"
"805";"57";"29";"7"
"806";"57";"30";"3"
"807";"57";"31";"3"
"808";"57";"25";"3"
"809";"57";"33";"0"
"810";"57";"34";"2"
"811";"57";"35";"0"
"812";"57";"36";"0"
"813";"73";"7";"81"
"814";"73";"8";"70"
"815";"61";"34";"64"
"816";"73";"9";"73"
"817";"73";"10";"65"
"818";"73";"11";"56"
"819";"61";"35";"94"
"820";"73";"12";"71"
"821";"73";"13";"82"
"822";"73";"14";"67"
"823";"73";"15";"54"
"824";"61";"36";"88"
"825";"47";"19";"71"
"826";"47";"20";"94"
"827";"73";"16";"74"
"828";"55";"1";"63"
"829";"55";"2";"53"
"830";"55";"3";"53"
"831";"64";"27";"75"
"832";"55";"4";"75"
"833";"64";"29";"43"
"834";"55";"5";"65"
"835";"55";"6";"62"
"836";"55";"7";"58"
"837";"55";"8";"57"
"838";"55";"9";"75"
"839";"55";"10";"81"
"840";"65";"8";"73"
"841";"64";"30";"93"
"842";"64";"25";"43"
"843";"4";"35";"0"
"844";"61";"15";"33"
"845";"61";"21";"26"
"846";"51";"18";"90"
"847";"51";"20";"94"
"848";"2";"19";"13"
"849";"47";"21";"65"
"850";"47";"22";"67"
"851";"47";"23";"76"
"852";"73";"17";"59"
"853";"73";"18";"60"
"854";"55";"11";"88"
"855";"73";"19";"69"
"856";"55";"12";"74"
"857";"55";"13";"62"
"858";"55";"14";"77"
"859";"85";"1";"81"
"860";"85";"2";"88"
"861";"49";"1";"100"
"862";"51";"19";"69"
"863";"51";"21";"44"
"864";"51";"22";"71"
"865";"73";"20";"74"
"866";"73";"21";"52"
"867";"73";"22";"49"
"868";"73";"23";"76"
"869";"55";"15";"56"
"870";"65";"36";"70"
"871";"65";"13";"71"
"872";"64";"33";"44"
"873";"64";"34";"92"
"874";"55";"16";"88"
"875";"55";"17";"65"
"876";"73";"24";"61"
"877";"47";"24";"89"
"878";"55";"18";"80"
"879";"47";"32";"96"
"880";"55";"19";"67"
"881";"55";"20";"88"
"882";"55";"21";"40"
"883";"73";"32";"58"
"884";"73";"26";"79"
"885";"73";"27";"82"
"886";"73";"28";"63"
"887";"65";"10";"84"
"888";"73";"29";"45"
"889";"55";"22";"44"
"890";"55";"23";"50"
"891";"73";"30";"57"
"892";"73";"31";"72"
"893";"55";"24";"95"
"894";"1";"3";"12"
"895";"1";"4";"9"
"896";"1";"35";"0"
"897";"64";"35";"100"
"898";"64";"36";"84"
"899";"51";"23";"100"
"900";"88";"1";"84"
"901";"88";"2";"82"
"902";"84";"1";"66"
"903";"84";"2";"74"
"904";"51";"24";"80"
"905";"51";"32";"36"
"906";"65";"34";"66"
"907";"65";"35";"92"
"908";"65";"20";"74"
"909";"65";"15";"75"
"910";"73";"25";"65"
"911";"73";"33";"49"
"912";"51";"26";"69"
"913";"51";"27";"80"
"914";"73";"34";"50"
"915";"55";"32";"83"
"916";"55";"26";"79"
"917";"51";"28";"63"
"918";"55";"27";"89"
"919";"55";"28";"86"
"920";"55";"29";"84"
"921";"55";"30";"93"
"922";"65";"33";"67"
"923";"73";"35";"64"
"924";"55";"31";"56"
"925";"55";"25";"62"
"926";"73";"36";"63"
"927";"87";"16";"74"
"928";"65";"11";"76"
"929";"87";"15";"67"
"930";"65";"18";"80"
"931";"51";"29";"64"
"932";"50";"2";"82"
"933";"47";"26";"98"
"934";"55";"33";"69"
"935";"55";"34";"69"
"936";"55";"35";"33"
"937";"55";"36";"86"
"938";"65";"27";"82"
"939";"87";"22";"64"
"940";"87";"26";"93"
"941";"87";"36";"60"
"942";"87";"25";"73"
"943";"47";"27";"77"
"944";"87";"34";"78"
"945";"47";"28";"84"
"946";"47";"29";"68"
"947";"47";"30";"60"
"948";"51";"30";"63"
"949";"49";"36";"86"
"950";"65";"30";"67"
"951";"65";"24";"73"
"952";"65";"21";"74"
"953";"65";"19";"79"
"954";"89";"1";"75"
"955";"89";"2";"65"
"956";"89";"3";"65"
"957";"4";"23";"21"
"958";"84";"3";"71"
"959";"84";"4";"78"
"960";"84";"5";"75"
"961";"84";"6";"69"
"962";"84";"7";"97"
"963";"84";"8";"87"
"964";"84";"9";"91"
"965";"84";"10";"84"
"966";"65";"26";"76"
"967";"65";"22";"62"
"968";"84";"11";"100"
"969";"84";"12";"83"
"970";"84";"13";"91"
"971";"84";"14";"84"
"972";"84";"15";"69"
"973";"84";"16";"65"
"974";"84";"17";"80"
"975";"84";"18";"63"
"976";"84";"19";"75"
"977";"90";"1";"53"
"978";"84";"20";"85"
"979";"84";"21";"73"
"980";"68";"1";"84"
"981";"84";"22";"62"
"982";"89";"7";"77"
"983";"68";"2";"79"
"984";"84";"23";"82"
"985";"89";"4";"81"
"986";"89";"5";"90"
"987";"89";"6";"52"
"988";"68";"3";"85"
"989";"87";"4";"84"
"990";"84";"24";"66"
"991";"89";"8";"60"
"992";"89";"9";"66"
"993";"51";"31";"69"
"994";"89";"10";"71"
"995";"87";"5";"63"
"996";"84";"32";"88"
"997";"89";"36";"67"
"998";"51";"25";"49"
"999";"84";"26";"79"
"1000";"84";"27";"68"
"1001";"68";"4";"88"
"1002";"84";"28";"82"
"1003";"84";"29";"80"
"1004";"47";"31";"94"
"1005";"68";"5";"73"
"1006";"68";"6";"76"
"1007";"51";"33";"59"
"1008";"84";"30";"90"
"1009";"68";"7";"81"
"1010";"51";"34";"44"
"1011";"84";"31";"75"
"1012";"51";"35";"28"
"1013";"51";"36";"30"
"1014";"84";"25";"57"
"1015";"84";"33";"69"
"1016";"84";"35";"92"
"1017";"89";"11";"70"
"1018";"89";"12";"74"
"1019";"89";"14";"64"
"1020";"89";"17";"76"
"1021";"89";"18";"67"
"1022";"89";"19";"44"
"1023";"84";"36";"86"
"1024";"68";"8";"93"
"1025";"89";"13";"74"
"1026";"84";"34";"44"
"1027";"68";"9";"81"
"1028";"89";"20";"91"
"1029";"89";"22";"75"
"1030";"47";"25";"86"
"1031";"68";"36";"53"
"1032";"68";"35";"56"
"1033";"47";"33";"54"
"1034";"47";"34";"64"
"1035";"68";"34";"58"
"1036";"87";"2";"65"
"1037";"47";"35";"56"
"1038";"89";"23";"56"
"1039";"87";"3";"76"
"1040";"87";"6";"55"
"1041";"87";"7";"90"
"1042";"87";"8";"87"
"1043";"89";"28";"63"
"1044";"87";"30";"37"
"1045";"89";"15";"60"
"1046";"87";"9";"62"
"1047";"87";"11";"76"
"1048";"89";"33";"44"
"1049";"87";"33";"54"
"1050";"85";"15";"54"
"1051";"85";"3";"85"
"1052";"42";"1";"75"
"1053";"42";"2";"88"
"1054";"42";"3";"76"
"1055";"42";"4";"81"
"1056";"42";"5";"93"
"1057";"42";"6";"62"
"1058";"42";"7";"74"
"1059";"42";"8";"100"
"1060";"42";"9";"94"
"1061";"42";"10";"84"
"1062";"85";"4";"75"
"1063";"85";"5";"63"
"1064";"91";"1";"100"
"1065";"91";"2";"94"
"1066";"85";"11";"70"
"1067";"85";"6";"90"
"1068";"85";"7";"77"
"1069";"85";"8";"77"
"1070";"85";"9";"70"
"1071";"42";"11";"96"
